Date,Entries / Debit,Entries / Credit,Journal,Entries / Name,Entries / Account,Period
2013-06-04,,2622.26,Bank,ANIMAL ELEMENT B:2000 130603 ANIMAL ELEMENT,10002 Bank,06/2013
2013-06-03,311.64,,Bank,BANKCARD-8566 MTOT DISC 130531 518089424227932 ANIMAL ELEMENT,10002 Bank,06/2013
2013-06-03,2654,,Bank,WF Direct Pay-Payment- Tran ID DP035609346,10002 Bank,06/2013
2013-06-03,104,,Bank,CHECK CRD PURCHASE 05/31 INCORP SERVICES IN 702-866-2500 NV 425907XXXXXX3535 163151800461173 ?MCC=7399,10002 Bank,06/2013
2013-06-03,,534.47,Bank,BANKCARD-8566 MTOT DEP 130531 518089424227932 ANIMAL ELEMENT,10002 Bank,06/2013
2013-06-03,,688.2,Bank,ANIMAL ELEMENT B:6000 130531 ANIMAL ELEMENT,10002 Bank,06/2013
2013-05-31,49.16,,Bank,BILL PAY GRAPHIC PRODUCTI ON-LINE No account number ON 05-31,10002 Bank,05/2013
2013-05-30,,525.24,Bank,BANKCARD-8566 MTOT DEP 130529 518089424227932 ANIMAL ELEMENT,10002 Bank,05/2013
2013-05-30,,1216.25,Bank,ANIMAL ELEMENT B:4000 130529 ANIMAL ELEMENT,10002 Bank,05/2013
2013-05-29,2000,,Bank,CHASE EPAY 130528 1569433467 CHRISTOPHER H JONES,10002 Bank,05/2013
2013-05-29,30.93,,Bank,CHECK CRD PURCHASE 05/28 BOX BROS REDONDO B REDONDO BEACH CA 425907XXXXXX3535 003148752870756 ?MCC=5999,10002 Bank,05/2013
2013-05-28,,176.43,Bank,BANKCARD-8566 MTOT DEP 130524 518089424227932 ANIMAL ELEMENT,10002 Bank,05/2013
2013-05-24,,1948.24,Bank,ANIMAL ELEMENT B:5000 130523 ANIMAL ELEMENT,10002 Bank,05/2013
2013-05-23,,256.79,Bank,BANKCARD-8566 BTOT DEP 130522 518089424227932 ANIMAL ELEMENT,10002 Bank,05/2013
2013-05-22,309.45,,Bank,BILL PAY DFW DISTRIBUTION ON-LINE No account number ON 05-22,10002 Bank,05/2013
2013-05-22,185,,Bank,BILL PAY DFW DISTRIBUTION ON-LINE No account number ON 05-22,10002 Bank,05/2013
2013-05-22,71.08,,Bank,POS PURCHASE - SPROUTS FARMERS MARKET REDONDO BEAC CA 3535 00383142163255636,10002 Bank,05/2013
2013-05-22,,684.41,Bank,BANKCARD-8566 MTOT DEP 130521 518089424227932 ANIMAL ELEMENT,10002 Bank,05/2013
2013-05-22,,909.24,Bank,ANIMAL ELEMENT B:3000 130521 ANIMAL ELEMENT,10002 Bank,05/2013
2013-05-21,3000,,Bank,CHASE EPAY 130520 1564338429 CHRISTOPHER H JONES,10002 Bank,05/2013
2013-05-21,2000,,Bank,WF Direct Pay-Payment- Tran ID DP035210732,10002 Bank,05/2013
2013-05-21,,67.97,Bank,ANIMAL ELEMENT B:2000 130520 ANIMAL ELEMENT,10002 Bank,05/2013
2013-05-21,,221.31,Bank,BANKCARD-8566 MTOT DEP 130520 518089424227932 ANIMAL ELEMENT,10002 Bank,05/2013
2013-05-20,15,,Bank,RECUR DEBIT CRD PMT05/18 PAYPAL *TRAVELINGM 402-935-7733 NC 425907XXXXXX3535 163138426910360 ?MCC=7311,10002 Bank,05/2013
2013-05-20,,554.22,Bank,BANKCARD-8566 MTOT DEP 130519 518089424227932 ANIMAL ELEMENT,10002 Bank,05/2013
2013-05-20,,943.41,Bank,BANKCARD-8566 MTOT DEP 130517 518089424227932 ANIMAL ELEMENT,10002 Bank,05/2013
2013-05-17,250,,Bank,"ONLINE TRANSFER TO PUNCHING PRO, LLC. REF #IBE2J9VG3X BUSINESS CHECKING VIA MOBILE",10002 Bank,05/2013
2013-05-17,72.63,,Bank,CHECK CRD PURCHASE 05/16 TMC*TIME WARNER CO 888-TWCABLE CA 425907XXXXXX3535 283134799087952 ?MCC=4899,10002 Bank,05/2013
2013-05-17,,147.4,Bank,BANKCARD-8566 MTOT DEP 130515 518089424227932 ANIMAL ELEMENT,10002 Bank,05/2013
2013-05-16,2000,,Bank,"CHASE EPAY 130515 1561284754 ANIMAL ELEMENT, LLC.",10002 Bank,05/2013
2013-05-16,50,,Bank,BILL PAY VICKI FRENCH RECURRINGNo account number ON 05-16,10002 Bank,05/2013
2013-05-16,200,,Bank,"ONLINE TRANSFER TO PUNCHING PRO, LLC. REF #IBE5FBTD67 BUSINESS CHECKING VIA MOBILE",10002 Bank,05/2013
2013-05-16,,909.85,Bank,ANIMAL ELEMENT B:3000 130515 ANIMAL ELEMENT,10002 Bank,05/2013
2013-05-16,,1014.22,Bank,ANIMAL ELEMENT B:4000 130515 ANIMAL ELEMENT,10002 Bank,05/2013
2013-05-15,100,,Bank,RECURRING TRANSFER TO ANIMAL ELEMENT LLC BUSINESS MARKET RATE SAVINGS REF #OPETPNZ69F XXXXXX6133,10002 Bank,05/2013
2013-05-15,,730.28,Bank,BANKCARD-8566 BTOT DEP 130514 518089424227932 ANIMAL ELEMENT,10002 Bank,05/2013
2013-05-14,98.21,,Bank,RECUR DEBIT CRD PMT05/13 T-MOBILE RECURRING 800-937-8997 WA 425907XXXXXX3535 003133434043607 ?MCC=4814,10002 Bank,05/2013
2013-05-14,,593.48,Bank,BANKCARD-8566 MTOT DEP 130513 518089424227932 ANIMAL ELEMENT,10002 Bank,05/2013
2013-05-14,,600,Bank,ANIMAL ELEMENT B:2000 130513 ANIMAL ELEMENT,10002 Bank,05/2013
2013-05-13,112.6,,Bank,BANKCARD-8566 MTOT DEP 130510 518089424227932 ANIMAL ELEMENT,10002 Bank,05/2013
2013-05-13,10,,Bank,RECUR DEBIT CRD PMT05/11 BACKBLAZE BACKUP 650-352-3738 CA 425907XXXXXX3535 003131461915209 ?MCC=5734,10002 Bank,05/2013
2013-05-10,4000,,Bank,"CHASE EPAY 130509 1557150137 ANIMAL ELEMENT, LLC.",10002 Bank,05/2013
2013-05-10,682,,Bank,WF Direct Pay-Payment- Tran ID DP034917482,10002 Bank,05/2013
2013-05-10,,141.35,Bank,BANKCARD-8566 BTOT DEP 130509 518089424227932 ANIMAL ELEMENT,10002 Bank,05/2013
2013-05-10,,210.07,Bank,ANIMAL ELEMENT B:4000 130509 ANIMAL ELEMENT,10002 Bank,05/2013
2013-05-10,,640.59,Bank,ANIMAL ELEMENT B:5000 130509 ANIMAL ELEMENT,10002 Bank,05/2013
2013-05-09,,1577.62,Bank,ANIMAL ELEMENT B:4000 130508 ANIMAL ELEMENT,10002 Bank,05/2013
2013-05-09,,2837.45,Bank,BANKCARD-8566 BTOT DEP 130508 518089424227932 ANIMAL ELEMENT,10002 Bank,05/2013
2013-05-08,2.5,,Bank,DIRECT PAY INDIVIDUAL PYMT TRANS,10002 Bank,05/2013
2013-05-08,3,,Bank,DIRECT PAY NONWF BUS PYMT TRANS,10002 Bank,05/2013
2013-05-08,10,,Bank,DIRECT PAY MONTHLY BASE,10002 Bank,05/2013
2013-05-08,14.95,,Bank,QUICKBOOKS BANKING,10002 Bank,05/2013
2013-05-08,,59.95,Bank,BANKCARD-8566 MTOT DEP 130507 518089424227932 ANIMAL ELEMENT,10002 Bank,05/2013
2013-05-07,1750,,Bank,WF Direct Pay-Payment- Tran ID DP034766652,10002 Bank,05/2013
2013-05-07,250,,Bank,"ONLINE TRANSFER TO PUNCHING PRO, LLC. BUSINESS CHECKING XXXXXX1396 REF #IBEC7CP4DS ON 05/07/13",10002 Bank,05/2013
2013-05-07,,870.81,Bank,ANIMAL ELEMENT B:2000 130506 ANIMAL ELEMENT,10002 Bank,05/2013
2013-05-06,322.6,,Bank,BILL PAY DFW DISTRIBUTION ON-LINE No account number ON 05-06,10002 Bank,05/2013
2013-05-06,37.04,,Bank,"CHECK CRD PURCHASE 05/05 RINGCENTRAL, INC 650-4704100 CA 425907XXXXXX3535 463125455718623 ?MCC=4814",10002 Bank,05/2013
2013-05-06,9.95,,Bank,CHECK CRD PURCHASE 05/03 TURBOBRIDGE 888-666-3620 MD 425907XXXXXX3535 083123299651176 ?MCC=4814,10002 Bank,05/2013
2013-05-06,,148.85,Bank,BANKCARD-8566 MTOT DEP 130503 518089424227932 ANIMAL ELEMENT,10002 Bank,05/2013
2013-05-03,1185.39,,Bank,FEDERAL EXPRESS DEBIT 130502 MMA10972184 ANIMAL ELEMENT,10002 Bank,05/2013
2013-05-03,,685.71,Bank,BANKCARD-8566 MTOT DEP 130502 518089424227932 ANIMAL ELEMENT,10002 Bank,05/2013
2013-05-03,,824.99,Bank,ANIMAL ELEMENT B:5000 130502 ANIMAL ELEMENT,10002 Bank,05/2013
2013-05-02,14.16,,Bank,ANIMAL ELEMENT Svc Fees 130501 ANIMAL ELEMENT,10002 Bank,05/2013
2013-05-02,279.67,,Bank,BANKCARD-8566 MTOT DISC 130430 518089424227932 ANIMAL ELEMENT,10002 Bank,05/2013
2013-05-02,,1025.15,Bank,BANKCARD-8566 MTOT DEP 130501 518089424227932 ANIMAL ELEMENT,10002 Bank,05/2013
2013-05-01,2000,,Bank,"CHASE EPAY 130430 1550064426 ANIMAL ELEMENT, LLC.",10002 Bank,05/2013
2013-05-01,3362.4,,Bank,BILL PAY TENNESSEE FARMER ON-LINE No Account Number ON 05-01,10002 Bank,05/2013
2013-05-01,200,,Bank,"ONLINE TRANSFER TO PUNCHING PRO, LLC. BUSINESS CHECKING XXXXXX1396 REF #IBEMWGJRP3 ON 05/01/13",10002 Bank,05/2013
2013-05-01,145,,Bank,CHECK CRD PURCHASE 04/30 NATURVET 888-628-8783 CA 425907XXXXXX3535 083120598001541 ?MCC=5199,10002 Bank,05/2013
2013-05-01,,286.46,Bank,PAYPAL TRANSFER 130501 4X4J26ZNEVCQA ANIMAL ELEMENT,10002 Bank,05/2013
2013-05-01,,639.48,Bank,BANKCARD-8566 MTOT DEP 130430 518089424227932 ANIMAL ELEMENT,10002 Bank,05/2013
2013-05-01,,789.77,Bank,ANIMAL ELEMENT B:3000 130430 ANIMAL ELEMENT,10002 Bank,05/2013
2013-04-30,100,,Bank,CHECK # 6025,10002 Bank,04/2013
2013-04-29,,193.36,Bank,BANKCARD-8566 MTOT DEP 130426 518089424227932 ANIMAL ELEMENT,10002 Bank,04/2013
2013-04-26,,237.8,Bank,BANKCARD-8566 MTOT DEP 130425 518089424227932 ANIMAL ELEMENT,10002 Bank,04/2013
2013-04-25,2500,,Bank,"CHASE EPAY 130424 1546804258 ANIMAL ELEMENT, LLC.",10002 Bank,04/2013
2013-04-25,,70.03,Bank,BANKCARD-8566 MTOT DEP 130424 518089424227932 ANIMAL ELEMENT,10002 Bank,04/2013
2013-04-25,,1461.6,Bank,ANIMAL ELEMENT B:4000 130424 ANIMAL ELEMENT,10002 Bank,04/2013
2013-04-24,,1013.43,Bank,BANKCARD-8566 MTOT DEP 130423 518089424227932 ANIMAL ELEMENT,10002 Bank,04/2013
2013-04-23,,170.43,Bank,ANIMAL ELEMENT B:2000 130422 ANIMAL ELEMENT,10002 Bank,04/2013
2013-04-22,1500,,Bank,WF Direct Pay-Payment- Tran ID DP034280238,10002 Bank,04/2013
2013-04-22,49,,Bank,DEBIT CRD PURCHASE 04/18 MB*MONEYBOOKERS.CO LONDON GB 425907XXXXXX3535 853110008743371 ?MCC=8999,10002 Bank,04/2013
2013-04-22,,1000,Bank,ANIMAL ELEMENT B:5000 130419 ANIMAL ELEMENT,10002 Bank,04/2013
2013-04-19,2000,,Bank,"CHASE EPAY 130418 1543030809 ANIMAL ELEMENT, LLC.",10002 Bank,04/2013
2013-04-19,15,,Bank,RECUR DEBIT CRD PMT04/18 PAYPAL *TRAVELINGM 402-935-7733 NC 425907XXXXXX3535 283108426685588 ?MCC=7399,10002 Bank,04/2013
2013-04-19,,839.94,Bank,ANIMAL ELEMENT B:4000 130418 ANIMAL ELEMENT,10002 Bank,04/2013
2013-04-19,,2251.61,Bank,BANKCARD-8566 MTOT DEP 130418 518089424227932 ANIMAL ELEMENT,10002 Bank,04/2013
2013-04-18,376.48,,Bank,BILL PAY Old Dominion Fre ON-LINE No Account Number ON 04-18,10002 Bank,04/2013
2013-04-18,,96.45,Bank,BANKCARD-8566 MTOT DEP 130417 518089424227932 ANIMAL ELEMENT,10002 Bank,04/2013
2013-04-18,,1577.96,Bank,ANIMAL ELEMENT B:4000 130417 ANIMAL ELEMENT,10002 Bank,04/2013
2013-04-17,27.31,,Bank,BILL PAY GRAPHIC PRODUCTI ON-LINE No account number ON 04-17,10002 Bank,04/2013
2013-04-17,159.98,,Bank,CHECK CRD PURCHASE 04/17 INTUIT *TURBOTAX 800-446-8848 CA 425907XXXXXX3535 083105829758767 ?MCC=5734,10002 Bank,04/2013
2013-04-17,,1259.06,Bank,ANIMAL ELEMENT B:3000 130416 ANIMAL ELEMENT,10002 Bank,04/2013
2013-04-16,6489.87,,Bank,"CHASE EPAY MOBIL 130415 1540602624 ANIMAL ELEMENT, LLC.",10002 Bank,04/2013
2013-04-16,50,,Bank,BILL PAY VICKI FRENCH RECURRINGNo account number ON 04-16,10002 Bank,04/2013
2013-04-16,667.99,,Bank,CHECK CRD PURCHASE 04/14 PAYPAL *USHIP INC 800-698-7447 TX 425907XXXXXX2465 163104742666141 ?MCC=7399,10002 Bank,04/2013
2013-04-15,100,,Bank,RECURRING TRANSFER TO ANIMAL ELEMENT LLC BUSINESS MARKET RATE SAVINGS REF #OPEMWB4V42 XXXXXX6133,10002 Bank,04/2013
2013-04-15,900,,Bank,CHECK CRD PURCHASE 04/14 EQUINE MEDIA WORLD 816-651-3055 MO 425907XXXXXX3535 003104591302255 ?MCC=7311,10002 Bank,04/2013
2013-04-15,98.21,,Bank,RECUR DEBIT CRD PMT04/13 T-MOBILE RECURRING 800-937-8997 WA 425907XXXXXX3535 083103430443621 ?MCC=4814,10002 Bank,04/2013
2013-04-15,1358.02,,Bank,CHECK CRD PURCHASE 04/11 FREIGHTQUOTE COM 888-595-5664 KS 425907XXXXXX3535 283101597961295 ?MCC=4215,10002 Bank,04/2013
2013-04-12,369.14,,Bank,CHECK # 6024,10002 Bank,04/2013
2013-04-12,849.04,,Bank,CHECK CRD PURCHASE 04/11 NATURVET 888-628-8783 CA 425907XXXXXX3535 083101661460790 ?MCC=5199,10002 Bank,04/2013
2013-04-12,10,,Bank,RECUR DEBIT CRD PMT04/11 BACKBLAZE BACKUP 650-352-3738 CA 425907XXXXXX3535 283101425720222 ?MCC=5734,10002 Bank,04/2013
2013-04-12,,1285.09,Bank,BANKCARD-8566 MTOT DEP 130411 518089424227932 ANIMAL ELEMENT,10002 Bank,04/2013
2013-04-12,,1981.09,Bank,ANIMAL ELEMENT B:5000 130411 ANIMAL ELEMENT,10002 Bank,04/2013
2013-04-11,1288.05,,Bank,CHECK CRD PURCHASE 04/10 NATURVET 888-628-8783 CA 425907XXXXXX3535 283100715636178 ?MCC=5199,10002 Bank,04/2013
2013-04-11,,1800.77,Bank,ANIMAL ELEMENT B:4000 130410 ANIMAL ELEMENT,10002 Bank,04/2013
2013-04-11,,2024.57,Bank,BANKCARD-8566 MTOT DEP 130410 518089424227932 ANIMAL ELEMENT,10002 Bank,04/2013
2013-04-10,90,,Bank,BILL PAY VICKI FRENCH ON-LINE No account number ON 04-10,10002 Bank,04/2013
2013-04-10,48.9,,Bank,CHECK CRD PURCHASE 04/09 SYX*GLOBALINDUSTRI 800-645-2986 FL 425907XXXXXX3535 083094697158351 ?MCC=5085,10002 Bank,04/2013
2013-04-10,,67.97,Bank,BANKCARD-8566 MTOT DEP 130409 518089424227932 ANIMAL ELEMENT,10002 Bank,04/2013
2013-04-10,,621.19,Bank,ANIMAL ELEMENT B:2000 130409 ANIMAL ELEMENT,10002 Bank,04/2013
2013-04-10,,1589.14,Bank,ANIMAL ELEMENT B:3000 130409 ANIMAL ELEMENT,10002 Bank,04/2013
2013-04-09,275,,Bank,WF Direct Pay-Payment- Tran ID DP033872714,10002 Bank,04/2013
2013-04-08,37.04,,Bank,"CHECK CRD PURCHASE 04/05 RINGCENTRAL, INC 650-4704100 CA 425907XXXXXX3535 583095444578139 ?MCC=4814",10002 Bank,04/2013
2013-04-08,2,,Bank,DIRECT PAY INDIVIDUAL PYMT TRANS,10002 Bank,04/2013
2013-04-08,3,,Bank,DIRECT PAY NONWF BUS PYMT TRANS,10002 Bank,04/2013
2013-04-08,10,,Bank,DIRECT PAY MONTHLY BASE,10002 Bank,04/2013
2013-04-08,14.95,,Bank,QUICKBOOKS BANKING,10002 Bank,04/2013
2013-04-08,,707.21,Bank,ANIMAL ELEMENT B:5000 130405 ANIMAL ELEMENT,10002 Bank,04/2013
2013-04-08,,726.68,Bank,BANKCARD-8566 BTOT DEP 130405 518089424227932 ANIMAL ELEMENT,10002 Bank,04/2013
2013-04-05,2500,,Bank,"CHASE EPAY 130404 1533229095 ANIMAL ELEMENT, LLC.",10002 Bank,04/2013
2013-04-05,305.55,,Bank,WITHDRAWAL MADE IN A BRANCH/STORE,10002 Bank,04/2013
2013-04-04,9.95,,Bank,CHECK CRD PURCHASE 04/03 TURBOBRIDGE 888-666-3620 MD 425907XXXXXX3535 083093299544539 ?MCC=4814,10002 Bank,04/2013
2013-04-04,,1100.44,Bank,ONLINE TRANSFER FROM ANIMAL ELEMENT LLC BUSINESS MARKET RATE SAVINGS XXXXXX6133 REF #IBEG44M34C ON 04/04/13,10002 Bank,04/2013
2013-04-03,32.78,,Bank,BILL PAY GRAPHIC PRODUCTI ON-LINE No account number ON 04-03,10002 Bank,04/2013
2013-04-03,,308.04,Bank,BANKCARD-8566 MTOT DEP 130402 518089424227932 ANIMAL ELEMENT,10002 Bank,04/2013
2013-04-02,11.4,,Bank,ANIMAL ELEMENT Svc Fees 130401 ANIMAL ELEMENT,10002 Bank,04/2013
2013-04-02,265.43,,Bank,BANKCARD-8566 MTOT DISC 130331 518089424227932 ANIMAL ELEMENT,10002 Bank,04/2013
2013-04-02,1500,,Bank,WF Direct Pay-Payment- Tran ID DP033665068,10002 Bank,04/2013
2013-04-02,,962.5,Bank,PAYPAL TRANSFER 130402 4X4J26WPX88BY ANIMAL ELEMENT,10002 Bank,04/2013
2013-04-02,,1484.07,Bank,ANIMAL ELEMENT B:2000 130401 ANIMAL ELEMENT,10002 Bank,04/2013
2013-04-01,45,,Bank,CHECK CRD PURCHASE 03/30 EVERNOTE.COM 650-257-0885 CA 425907XXXXXX3535 003088701474217 ?MCC=7375,10002 Bank,04/2013
2013-04-01,134.07,,Bank,CHECK CRD PURCHASE 03/29 NUTRACEUTICALS INT 201-3992333 NJ 425907XXXXXX3535 083088717878722 ?MCC=5499,10002 Bank,04/2013
2013-03-29,115.34,,Bank,CHECK CRD PURCHASE 03/28 MONTEREY BAY SPICE 831-426-2808 CA 425907XXXXXX3535 163086607955923 ?MCC=5399,10002 Bank,03/2013
2013-03-29,,1025.89,Bank,BANKCARD-8566 MTOT DEP 130328 518089424227932 ANIMAL ELEMENT,10002 Bank,03/2013
2013-03-28,1977.69,,Bank,BILL PAY APP Global Inc. ON-LINE No Account Number ON 03-28,10002 Bank,03/2013
2013-03-28,,397.31,Bank,BANKCARD-8566 BTOT DEP 130327 518089424227932 ANIMAL ELEMENT,10002 Bank,03/2013
2013-03-27,2261.23,,Bank,WF Direct Pay-Payment- Tran ID DP033454562,10002 Bank,03/2013
2013-03-26,945.35,,Bank,BILL PAY Old Dominion Fre ON-LINE No Account Number ON 03-26,10002 Bank,03/2013
2013-03-26,,646.12,Bank,BANKCARD-8566 MTOT DEP 130325 518089424227932 ANIMAL ELEMENT,10002 Bank,03/2013
2013-03-25,,567.87,Bank,BANKCARD-8566 MTOT DEP 130324 518089424227932 ANIMAL ELEMENT,10002 Bank,03/2013
2013-03-25,,1654.89,Bank,ANIMAL ELEMENT B:6000 130324 ANIMAL ELEMENT,10002 Bank,03/2013
2013-03-20,2000,,Bank,WF Direct Pay-Payment- Tran ID DP033280066,10002 Bank,03/2013
2013-03-20,,686.61,Bank,ANIMAL ELEMENT Reinits 130319 ANIMAL ELEMENT,10002 Bank,03/2013
2013-03-20,,1000.34,Bank,BANKCARD-8566 MTOT DEP 130319 518089424227932 ANIMAL ELEMENT,10002 Bank,03/2013
2013-03-20,,3618.31,Bank,ANIMAL ELEMENT B:3000 130319 ANIMAL ELEMENT,10002 Bank,03/2013
2013-03-19,10727.5,,Bank,WF Direct Pay-Payment- Tran ID DP033249258,10002 Bank,03/2013
2013-03-19,15,,Bank,RECUR DEBIT CRD PMT03/18 PAYPAL *TRAVELINGM 402-935-7733 NC 425907XXXXXX3535 283077424072118 ?MCC=7399,10002 Bank,03/2013
2013-03-19,,170.77,Bank,BANKCARD-8566 MTOT DEP 130318 518089424227932 ANIMAL ELEMENT,10002 Bank,03/2013
2013-03-19,,1471.72,Bank,ANIMAL ELEMENT B:2000 130318 ANIMAL ELEMENT,10002 Bank,03/2013
2013-03-18,50,,Bank,BILL PAY VICKI FRENCH RECURRINGNo account number ON 03-18,10002 Bank,03/2013
2013-03-18,,569.19,Bank,BANKCARD-8566 BTOT DEP 130315 518089424227932 ANIMAL ELEMENT,10002 Bank,03/2013
2013-03-18,,741.12,Bank,BANKCARD-8566 MTOT DEP 130317 518089424227932 ANIMAL ELEMENT,10002 Bank,03/2013
2013-03-15,100,,Bank,RECURRING TRANSFER TO ANIMAL ELEMENT LLC BUSINESS MARKET RATE SAVINGS REF #OPEMW2KF4N XXXXXX6133,10002 Bank,03/2013
2013-03-15,,357.89,Bank,BANKCARD-8566 BTOT DEP 130314 518089424227932 ANIMAL ELEMENT,10002 Bank,03/2013
2013-03-14,98.77,,Bank,RECUR DEBIT CRD PMT03/13 T-MOBILE RECURRING 800-937-8997 WA 425907XXXXXX3535 283072423181452 ?MCC=4814,10002 Bank,03/2013
2013-03-14,,416.97,Bank,ANIMAL ELEMENT B:4000 130313 ANIMAL ELEMENT,10002 Bank,03/2013
2013-03-13,799.6,,Bank,CHECK # 6022,10002 Bank,03/2013
2013-03-13,,849.42,Bank,BANKCARD-8566 MTOT DEP 130312 518089424227932 ANIMAL ELEMENT,10002 Bank,03/2013
2013-03-12,54.63,,Bank,BILL PAY GRAPHIC PRODUCTI ON-LINE No account number ON 03-12,10002 Bank,03/2013
2013-03-12,10,,Bank,RECUR DEBIT CRD PMT03/11 BACKBLAZE BACKUP 650-352-3738 CA 425907XXXXXX3535 003070425321263 ?MCC=5734,10002 Bank,03/2013
2013-03-12,,444.4,Bank,BANKCARD-8566 MTOT DEP 130311 518089424227932 ANIMAL ELEMENT,10002 Bank,03/2013
2013-03-11,,169.24,Bank,BANKCARD-8566 MTOT DEP 130310 518089424227932 ANIMAL ELEMENT,10002 Bank,03/2013
2013-03-11,,323.57,Bank,BANKCARD-8566 MTOT DEP 130308 518089424227932 ANIMAL ELEMENT,10002 Bank,03/2013
2013-03-08,2.5,,Bank,DIRECT PAY INDIVIDUAL PYMT TRANS,10002 Bank,03/2013
2013-03-08,3,,Bank,ONLINE DEP DETAIL & IMAGES,10002 Bank,03/2013
2013-03-08,10,,Bank,DIRECT PAY MONTHLY BASE,10002 Bank,03/2013
2013-03-08,14.95,,Bank,QUICKBOOKS BANKING,10002 Bank,03/2013
2013-03-06,686.61,,Bank,ANIMAL ELEMENT Returns 130305 ANIMAL ELEMENT,10002 Bank,03/2013
2013-03-06,37.04,,Bank,"CHECK CRD PURCHASE 03/05 RINGCENTRAL, INC 650-4704100 CA 425907XXXXXX3535 583064479990541 ?MCC=4814",10002 Bank,03/2013
2013-03-06,,464.26,Bank,BANKCARD-8566 MTOT DEP 130305 518089424227932 ANIMAL ELEMENT,10002 Bank,03/2013
2013-03-06,,686.61,Bank,ANIMAL ELEMENT Reinits 130305 ANIMAL ELEMENT,10002 Bank,03/2013
2013-03-05,56,,Bank,"CHASE EPAY 130304 1511773858 ANIMAL ELEMENT, LLC.",10002 Bank,03/2013
2013-03-05,2000,,Bank,WF Direct Pay-Payment- Tran ID DP032815156,10002 Bank,03/2013
2013-03-05,54.74,,Bank,CHECK CRD PURCHASE 03/03 BROOKSTONE 249 SANTA MONICA CA 425907XXXXXX3535 163062831016126 ?MCC=5947,10002 Bank,03/2013
2013-03-05,,760,Bank,ANIMAL ELEMENT 2000 130304 ANIMAL ELEMENT,10002 Bank,03/2013
2013-03-05,,847.93,Bank,BANKCARD-8566 BTOT DEP 130304 518089424227932 ANIMAL ELEMENT,10002 Bank,03/2013
2013-03-05,,1123.01,Bank,ANIMAL ELEMENT B:2000 130304 ANIMAL ELEMENT,10002 Bank,03/2013
2013-03-04,22.32,,Bank,ANIMAL ELEMENT Svc Fees 130301 ANIMAL ELEMENT,10002 Bank,03/2013
2013-03-04,240.11,,Bank,BANKCARD-8566 MTOT DISC 130228 518089424227932 ANIMAL ELEMENT,10002 Bank,03/2013
2013-03-04,9.95,,Bank,CHECK CRD PURCHASE 03/03 TURBOBRIDGE 888-666-3620 MD 425907XXXXXX3535 163062336179755 ?MCC=4814,10002 Bank,03/2013
2013-03-04,,598.68,Bank,BANKCARD-8566 MTOT DEP 130301 518089424227932 ANIMAL ELEMENT,10002 Bank,03/2013
2013-03-04,,2099.47,Bank,ANIMAL ELEMENT B:6000 130301 ANIMAL ELEMENT,10002 Bank,03/2013
2013-03-01,686.61,,Bank,ANIMAL ELEMENT Returns 130228 ANIMAL ELEMENT,10002 Bank,03/2013
2013-03-01,,351.86,Bank,BANKCARD-8566 MTOT DEP 130228 518089424227932 ANIMAL ELEMENT,10002 Bank,03/2013
2013-03-01,,737.48,Bank,ANIMAL ELEMENT B:5000 130228 ANIMAL ELEMENT,10002 Bank,03/2013
2013-02-28,498.16,,Bank,CHECK CRD PURCHASE 02/27 NATURVET 888-628-8783 CA 425907XXXXXX3535 003058763704621 ?MCC=5199,10002 Bank,02/2013
2013-02-28,,34.97,Bank,ANIMAL ELEMENT B:4000 130227 ANIMAL ELEMENT,10002 Bank,02/2013
2013-02-28,,429.75,Bank,BANKCARD-8566 MTOT DEP 130227 518089424227932 ANIMAL ELEMENT,10002 Bank,02/2013
2013-02-27,,10.89,Bank,RECUR DB CD PMT REV02/26 BEST BUY 0000 LAS VEGAS NV 425907XXXXXX3535 613058560702398 ?MCC=5732,10002 Bank,02/2013
2013-02-27,2158.82,,Bank,CHECK CRD PURCHASE 02/26 NATURVET 888-628-8783 CA 425907XXXXXX3535 083057795575749 ?MCC=5199,10002 Bank,02/2013
2013-02-27,,724.49,Bank,BANKCARD-8566 BTOT DEP 130226 518089424227932 ANIMAL ELEMENT,10002 Bank,02/2013
2013-02-27,,787.97,Bank,ANIMAL ELEMENT B:3000 130226 ANIMAL ELEMENT,10002 Bank,02/2013
2013-02-27,,2693,Bank,ANIMAL ELEMENT B:2000 130226 ANIMAL ELEMENT,10002 Bank,02/2013
2013-02-26,8700.3,,Bank,BILL PAY Tennessee Farmer ON-LINE No Account Number ON 02-26,10002 Bank,02/2013
2013-02-26,6755.4,,Bank,"BILL PAY BOMAC VETS PLUS, ON-LINE No account number ON 02-26",10002 Bank,02/2013
2013-02-26,661.01,,Bank,BILL PAY UNISHIPPERS ON-LINE xxxxxx18731 ON 02-26,10002 Bank,02/2013
2013-02-26,,1495.28,Bank,ANIMAL ELEMENT B:2000 130225 ANIMAL ELEMENT,10002 Bank,02/2013
2013-02-25,,1089.05,Bank,BANKCARD-8566 MTOT DEP 130222 518089424227932 ANIMAL ELEMENT,10002 Bank,02/2013
2013-02-22,167.44,,Bank,BILL PAY YRC Freight ON-LINE No Account Number ON 02-22,10002 Bank,02/2013
2013-02-22,,255.85,Bank,BANKCARD-8566 BTOT DEP 130221 518089424227932 ANIMAL ELEMENT,10002 Bank,02/2013
2013-02-22,,1684.55,Bank,ANIMAL ELEMENT B:5000 130221 ANIMAL ELEMENT,10002 Bank,02/2013
